GeneName	tSNE_1	tSNE_2	x	CCL5_Opacity	CCL5_Expr	CCL5_Color
TTH67-0407	-21.1267844833275	24.2052008674593	0	0.10019342628830709	2.20319912205412	#ffffff
NTH175-0407	27.8935762326819	27.2126951818356	3	0.1011502540092132	13.1018314284887	#ffffff
TTC2-83-0508	-6.01178397814957	-39.8946251819139	7	0.765320044453169	7578.24880296023	#ff4343
TTC144-0322	-12.3535612145363	3.45154908446729	5	0.437861129629036	3848.3669964918	#ffa0a0
TTR204-0407	-24.4362810228567	15.9577867947469	0	0.23365652993886776	1522.39880109059	#ffdada
TTR182-0407	-12.222452132205	3.63906808685009	0	0.5608554357723922	5249.31900608877	#ff7d7d
TTC47-0508	0.279000630169209	-41.366445363236	7	0.8157456840134493	8152.6160504558	#ff3535
TTC26-1116	10.9340714665028	-37.277482169486	11	0.2603638989415906	1826.60590992864	#ffd2d2
NTH153-0322	21.9074091000699	33.4747876463797	1	0.1	0.0	#ffffff
PTS2-6-0508	14.7937560110087	26.2079900867964	3	0.1	0.0	#ffffff
PTC120-0322	-38.0887358888549	-14.8772422859868	0	0.4128660864898801	3563.6639316609	#ffa7a7
TTH166-0322	-9.46232317796597	22.9135391244992	0	0.577197419287588	5435.46042486087	#ff7878
PTH39-0205	24.5830230763492	17.5922984607074	3	0.15529348515891597	629.813863584188	#fff0f0
PTR74-0407	7.97384533431959	43.6601556206206	1	0.1	0.0	#ffffff
NTC168-1116	-24.3591085035231	-13.3703037421861	0	0.6609526992437766	6389.46497554484	#ff6161
TTH11-1116	-22.4697849665116	9.15649779230053	0	0.351538824938302	2865.1230560075	#ffb8b8
NTR50-0407	-20.8737092719793	3.10410802912449	0	0.5569534653026799	5204.8740757311	#ff7e7e
PTS24-0205	21.708351151897	21.6700219786759	3	0.1	0.0	#ffffff
PTH3-21-0508	24.3619545899552	29.307554040448	3	0.1	0.0	#ffffff
TTC158-0322	-39.4716468941713	19.3788686529554	5	0.5307817903003271	4906.76872566449	#ff8585
TTS1-8-0508	31.1261673753802	2.13442162460532	4	0.1	0.0	#ffffff
JTC-84-0508	-3.37831374899768	-23.9681841822028	7	0.357703425849331	2935.34020918696	#ffb6b6
TTH88-0322	-18.5617132767804	27.0173414413959	0	0.23691755236595669	1559.54308903223	#ffd9d9
PTH11-0322	0.226661767503426	38.3985186190108	1	0.1	0.0	#ffffff
TTH68-1116	12.0627103839182	-19.749449518818	0	0.23894670889023548	1582.65595498199	#ffd8d8
NTR64-0407	-19.0224824267167	26.5901996736874	0	0.22612220600121594	1436.57998075345	#ffdcdc
TTC123-0407	-12.5703565998376	-17.8243000310354	2	0.5084062941368247	4651.90329897188	#ff8c8c
TTC101-0322	8.20056185456947	-32.1320297260573	11	1.0	10882.0848378827	#ff0000
TTC68-0407	-27.5205214261038	-12.2049397533469	0	0.6288601850682054	6023.91901136921	#ff6a6a
TTC50-0407	-28.6131427455231	-12.213870457837	0	0.5305500255529696	4904.12883688634	#ff8686
PTR75-1116	-1.43952548206256	37.7570059641935	1	0.10017771636018491	2.02425705503075	#ffffff
TTC25-0407	-37.1247290223327	0.0152438024794047	0	0.139825932600048	453.632546575609	#fff4f4
PTR56-0322	-6.18316442278458	40.7190224916114	1	0.1	0.0	#ffffff
NTH132-0407	-38.9958776387029	-5.77708392393918	2	0.21529152563894471	1313.21440478003	#ffdfdf
TTC71-0322	-25.0327256695008	-6.32103540732985	0	0.3584793704060535	2944.17851333422	#ffb6b6
TTC17-0205	2.85980504413259	-17.2014867416477	7	0.2806243572610877	2057.38024971777	#ffcccc
PTC19-0322	-10.8909913223808	-2.64920647791801	5	0.4598695319498727	4099.05108444834	#ff9a9a
PTC157-1116	-41.8212428065041	-29.0125910126964	2	0.6025958121369238	5724.75779657284	#ff7171
PTH1-0322	-5.74761841011525	43.8748037950157	1	0.1	0.0	#ffffff
PTC100-1116	-41.2913641357453	-20.6322759565962	2	0.5931666026899359	5617.35550830535	#ff7474
NTC188-0322	-46.0948985762079	6.75477363819891	5	0.3875389699254148	3275.17842399091	#ffaeae
PTH117-0322	-1.37495786942221	36.7194717046937	1	0.1	0.0	#ffffff
JTH-92-0508	19.7676741191862	2.25417610159359	4	0.1	0.0	#ffffff
TTH10-0407	-20.5742165098923	4.77789958511858	0	0.4341562581185259	3806.16709837702	#ffa1a1
NTC77-0407	-40.9951928219569	-29.9073764015082	2	0.5577836276431675	5214.32994109321	#ff7e7e
NTH125-0407	-43.9144718585139	6.95558170766281	0	0.8437709041110927	8471.83398538548	#ff2d2d
PTC2-45-0508	-23.2642898940033	-30.2211420786075	2	0.7412435893952068	7304.00880636958	#ff4a4a
PTC134-0322	-19.7232108468661	30.6753205656328	0	0.2676300614960534	1909.37026993786	#ffd0d0
PTC87-0407	-16.6776016556974	-26.0274821410921	2	0.5927758075348509	5612.90420259028	#ff7474
TTS83-0205	37.2770472926589	-3.58276685980393	4	0.1	0.0	#ffffff
TTS58-0205	34.928786136696	-11.0764903424778	4	0.10032528460693416	3.70511561115855	#ffffff
NTC20-0407	-31.6253986627208	-9.45392107204265	0	1.0	13969.8728262291	#ff0000
PTH64-0205	17.647692086718	22.7011130864379	3	0.10054186199636389	6.17201459590667	#ffffff
PTC2-70-0508	-12.6304241303351	-15.6471413364281	2	0.534333337150436	4947.22219747837	#ff8484
PTH72-0407	-4.33596398073747	40.6893048315827	1	0.10220902402603188	25.161625326869	#ffffff
TTC6-0322	-40.1923643309593	13.0960587727719	5	0.1668817064464963	761.808119331018	#ffeded
TTH1-57-0508	-1.32238656287047	3.29146921381138	6	0.278016475963469	2027.67548809709	#ffcdcd
TTH174-0508	13.9628240371652	8.6402941275974	3	0.1	0.0	#ffffff
PTS142-0205	20.3073346553307	17.9300971735542	3	0.1	0.0	#ffffff
PTH142-0322	3.22002993562008	33.0038044287651	1	0.21587200836616216	1319.82632421542	#ffdfdf
TTH18-1116	10.923545084942	-18.6424520403441	0	0.1009548001245931	10.8755372118857	#ffffff
NTC17-0508	3.08860087831682	-12.5017707128431	5	0.16738785103981135	767.573299097347	#ffecec
NTH2-83-0508	26.9045211448833	-6.35415929947921	4	0.1	0.0	#ffffff
PTH97-0407	-6.07761574036992	44.2189974427311	1	0.10062097384305832	7.07312867252351	#ffffff
TTC41-1202	50.6929310813401	7.49501261454367	10	0.26244477690587	1850.30790278663	#ffd1d1
TTR65-0322	22.623678562814	-22.7748209976027	8	0.1	0.0	#ffffff
NTH63-1116	-12.2510290809091	10.4921330000941	0	0.15000635488137581	569.591435249273	#fff1f1
TTR189-0407	7.05262622115667	11.9976314604654	6	0.15876269383157748	669.329472184895	#ffefef
JTH-56-0508	2.67100046236971	0.477478603986442	6	0.10130568015828166	14.8721944860078	#ffffff
TTC75-0407	-19.4423980255348	-10.406919010297	0	0.33435186441431597	2669.35702715672	#ffbdbd
TTS116-0205	33.9144031978426	-11.5843361004786	4	0.1	0.0	#ffffff
TTR147-1116	20.0447231233146	-33.9876774381122	8	0.12262943173403776	257.757849594163	#fff9f9
NTC161-1116	-41.1258522457766	13.0155680560894	5	0.6926548483476818	6750.56453281941	#ff5858
NTR15-1116	18.1124488007565	-14.1929315280069	8	0.1001960435057092	2.23301022546199	#ffffff
TTR45-1116	9.08181103995918	-25.3939854221019	6	0.35395444752165417	2892.63791761931	#ffb8b8
PTC29-0205	-6.14317933559251	-11.6124006424688	5	0.5453325920317529	5072.50790145307	#ff8181
TTC53-0205	33.4119420515982	-37.1258861144918	9	0.25266793274614485	1738.94592268717	#ffd4d4
NTC27-0407	-35.9965303612295	-19.7251935810071	2	0.7490279893023994	7392.67608728238	#ff4848
PTC107-1116	-18.7244862054765	-9.91171288421488	0	0.4993467397800623	4548.71152302604	#ff8e8e
TTH1-50-0508	22.2136371043002	-2.38523590605529	4	0.2558936446083383	1775.68800984081	#ffd3d3
NTH2-58-0508	-0.803447404119924	-2.09395826856752	6	0.17966004731525154	907.358290560345	#ffe9e9
TTR63-1116	18.2653795640923	-15.9523116353819	8	0.10012374715088027	1.40952719799513	#ffffff
PTC106-0407	2.2343812548926	34.260840676219	1	0.10120351572904673	13.7085027108846	#ffffff
TTC94-1116	36.3801324483069	-36.3605486364708	9	0.286031664594644	2118.97154050992	#ffcbcb
NTC143-1116	-23.4985551262956	-12.6568348902476	0	1.0	11082.2946751531	#ff0000
PTC2-95-0508	-20.5731581265708	-29.6198031231186	2	0.8604535841149997	8661.85606697433	#ff2828
PTH8-0322	-43.7529206053483	-14.2881450319489	2	0.5798489712380756	5465.66261185688	#ff7878
PTC34-0508	-29.4371260599734	-32.4545388694861	2	0.4856159636321611	4392.31275107551	#ff9292
PTR21-0508	12.8488995392134	25.3087222276687	4	0.1	0.0	#ffffff
TTR83-0322	18.6726748734687	-25.6914764396691	8	0.1	0.0	#ffffff
NTH81-1116	-22.9028314756591	8.91079542774385	0	0.14214702488484768	480.070672069484	#fff4f4
PTH3-89-0508	30.3030712714606	24.8959818296312	3	0.1	0.0	#ffffff
TTS33-0205	43.3111638133552	-17.4539878261858	4	0.1	0.0	#ffffff
PTC109-0322	-33.325872288244	-1.92993454948004	0	0.9684172315449922	9891.60314692594	#ff0909
PTC2-20-0508	-28.1582477002354	-33.2615802516477	2	0.7155848135055326	7011.74557261842	#ff5151
PTS3-21-0508	12.2740825235425	26.3314992906404	4	0.1	0.0	#ffffff
TTH2-1-0508	10.934444045247	5.0858410737286	6	0.1	0.0	#ffffff
NTC2-38-0508	0.859509759633437	-25.3334995674515	7	1.0	12165.7488849388	#ff0000
PTC5-0407	-13.7399718505264	33.4668672236245	0	0.23926128517604386	1586.2390987355	#ffd8d8
NTH150-0407	-27.5097473813649	1.67000430869552	0	0.8480373433668715	8520.43035408437	#ff2c2c
PTR99-0407	-7.68676543585654	28.5926098810528	0	0.1008084418716922	9.20846094671587	#ffffff
TTR165-1116	16.3509556569483	-17.7980332323532	8	0.10089631365565843	10.2093540465223	#ffffff
NTC98-0322	-27.4322653604654	16.0503680652175	5	0.2370974905605093	1561.59265362726	#ffd9d9
TTR111-0508	27.9768444222933	-8.37569786063142	4	0.29217655230424	2188.96415281404	#ffc9c9
TTC35-0205	0.642506007769389	-41.4455182928707	7	1.0	10590.8696891923	#ff0000
NTH107-0407	-32.123336478881	9.15574111125714	0	0.44824335535861226	3966.62450333107	#ff9d9d
TTR167-0322	28.1381825563995	-20.2611887726669	8	0.1	0.0	#ffffff
PTH3-46-0508	26.7553428730492	21.9165134408347	3	0.1	0.0	#ffffff
JTS-89-0508	10.0011188836358	3.02167587915997	6	0.1	0.0	#ffffff
TTR81-1116	41.397372707937	-14.1779897102888	4	0.10011739119050451	1.33713038760168	#ffffff
TTS1-85-0508	30.3736768643209	-5.3429103687849	4	0.1	0.0	#ffffff
TTC23-1202	50.8796793031433	7.65966341453651	10	0.36498083224241396	3018.23264080213	#ffb4b4
JTS-46-0508	37.9178191170739	-3.64396624743203	4	0.1	0.0	#ffffff
TTR136-0508	22.9395400299896	1.41520683476762	4	0.1	0.0	#ffffff
NTC2-31-0508	5.65664227509613	-9.55925598671844	5	0.21903355623782755	1355.83755906953	#ffdede
PTC2-27-0508	-15.0607060935956	-22.541409107919	2	1.0	14457.0190320455	#ff0000
PTS3-28-0508	28.0971697996033	22.3092805929409	3	0.1	0.0	#ffffff
PTH1	44.2693563452045	9.57494112162428	10	0.1	0.0	#ffffff
PTC16-0508	26.4590804854778	19.4628700147607	3	0.10026588603194081	3.028543210261	#ffffff
PTH82-0205	-20.0520224433548	9.33062528492921	0	0.1	0.0	#ffffff
TTR88-1116	15.3267677077582	-31.2268643689852	0	0.12433242220552224	277.155559928574	#fff9f9
PTC177-0322	-10.688603615334	-2.31256324447038	5	0.5607207491768581	5247.78487444808	#ff7d7d
PTH8	43.9292228673597	12.9954769496898	10	0.31040671291813327	2396.61262816331	#ffc4c4
PTH5	45.003358493639	8.77743954770372	10	0.10274624282744953	31.280752163213	#ffffff
PTH3-64-0508	25.9870175328504	27.1534040640501	3	0.1	0.0	#ffffff
TTH17-0407	-19.9713918695916	19.8449693867007	0	0.40476603044629245	3471.40120708497	#ffa9a9
TTH138-0508	41.7565972796563	-5.30659685216406	4	0.28980813990852783	2161.98703322722	#ffcaca
NTH88-1116	-29.5958566687063	11.1744348736451	0	0.5190507592653943	4773.14781248272	#ff8989
PTH160-0322	3.75956381506494	44.641624815334	1	0.1	0.0	#ffffff
