GeneName	tSNE_1	tSNE_2	x	GZMK_Opacity	GZMK_Expr	GZMK_Color
TTR9-0322	23.537722932771	-27.0471898320803	8	0.1	0.0	#ffffff
PTC119-0205	31.8248684400987	18.0430419467996	3	0.1	0.0	#ffffff
PTC2-55-0508	-18.796584050769	-21.3138939205016	2	0.3338652793962182	1695.24570889631	#ffbdbd
NTC67-0407	-22.0230363518521	2.28066064561788	0	0.3441481070119761	1769.78400477306	#ffbaba
PTC13-0508	-17.5938987415203	-21.6022309341085	2	1.0	7289.02609879277	#ff0000
TTH91-0205	12.6555851249711	6.61754902075166	6	0.15698011898194306	413.038234858655	#ffefef
TTC61-0322	-40.8856329459905	10.1814405062313	5	0.6794061882008248	4200.00718700657	#ff5b5b
TTS2-0205	43.374661872017	-16.6080663949107	4	0.1	0.0	#ffffff
TTC13-0205	-23.6742477034694	-15.5397946487895	0	0.1008267475370587	5.99293840521248	#ffffff
TTC144-0205	-0.0862737994350449	-29.6099283994867	7	0.5169560361576913	3022.43639124043	#ff8989
JTC-38-0508	20.4110651097345	12.6652758519251	3	0.1	0.0	#ffffff
PTR79-1116	1.71738012556994	15.9757016230793	1	0.1003300326481453	2.39234499455609	#ffffff
TTR174-0322	33.7634660974368	-10.5078148986349	4	0.1	0.0	#ffffff
TTR146-0508	39.9241582626643	-10.29926172557	4	0.1	0.0	#ffffff
PTR49-0322	-0.348098570387473	45.7265339790794	1	0.1	0.0	#ffffff
NTC2-21-0508	-1.17667029491533	-6.58239617058428	6	0.10030895715655164	2.23957269428443	#ffffff
TTH45-0322	-15.5433994203822	11.8871556401427	0	0.1	0.0	#ffffff
PTR99-0322	-1.14385241131	23.238425152355	1	0.1	0.0	#ffffff
TTH152-0322	11.5635410553672	-29.3974755504982	8	0.10049930224895423	3.61934870010305	#ffffff
PTH19-1116	0.44264132825882	28.0293936915894	1	0.10134731561533175	9.76643912818928	#ffffff
PTH80-1116	-0.506202122954143	38.8248445650144	1	0.10026683262410781	1.93421983023791	#ffffff
NTR19-1116	26.8316340231416	-23.4156341053705	8	0.1	0.0	#ffffff
PTH117-0205	33.773581318007	24.3426887486963	3	0.1	0.0	#ffffff
NTH117-0322	-9.82067367734173	23.3623241861247	0	0.1	0.0	#ffffff
TTR55-0322	28.1303039636552	-37.9330190144427	9	0.1	0.0	#ffffff
PTS132-0205	18.0622493093636	18.1451559167774	3	0.1	0.0	#ffffff
PTR29-1116	3.1483416822198	28.8527239724003	1	0.10060671966958373	4.39799750959279	#ffffff
JTH-46-0508	11.6826721734738	4.15900636795277	6	0.1	0.0	#ffffff
NTH2-68-0508	6.301324674509	1.7234611471747	6	0.38833220328725393	2090.06626217145	#ffaeae
PTR66-0322	-2.85392072356388	32.3424416842571	1	0.1	0.0	#ffffff
TTR179-0508	23.7278563567734	-1.43834196453153	4	0.1	0.0	#ffffff
NTH200-0407	-37.9014729264609	3.56883202793112	0	1.0	8684.00565776674	#ff0000
TTC1-3-0508	-22.0804070241766	-27.3299171214583	2	0.1	0.0	#ffffff
PTH127-0322	-18.0487841298516	29.825601289423	0	1.0	13602.9349768224	#ff0000
TTH1-8-0508	28.270006275921	-6.16407548086728	4	0.10040957841189713	2.96895737160199	#ffffff
PTC2-88-0508	35.4029545833727	17.8366161762623	3	0.1	0.0	#ffffff
NTH15-0322	-6.33727646581869	28.6294281308977	0	0.1	0.0	#ffffff
TTC101-0205	6.4123700458176	-10.2609056828358	5	0.15583943829574928	404.769653718764	#fff0f0
PTH2-6-0508	12.204708714466	12.6361418510372	3	0.3528837058918951	1833.10672866801	#ffb8b8
TTC2-40-0508	-3.69287843854558	-41.6217755601433	7	0.10032908373752053	2.38546651875618	#ffffff
NTC167-0322	-8.08060738283654	4.68204165417857	5	0.40232469795900416	2191.4952413268	#ffaaaa
PTR112-0407	2.28574840737729	45.4384113798159	1	0.1003753025752936	2.72049823704821	#ffffff
TTR12-0322	22.3056130211242	-25.9240854719412	8	0.1	0.0	#ffffff
TTS1-39-0508	24.0805105962106	6.97022641205225	4	0.1	0.0	#ffffff
PTS2-2-0508	24.2760910859242	18.7651029894859	3	0.1	0.0	#ffffff
PTR64-0407	-1.01573034052422	17.9258947898963	1	0.10071981759766872	5.21782325613439	#ffffff
TTS1-17-0508	39.8945269384743	-9.65645578400974	4	0.1	0.0	#ffffff
PTH3-18-0508	28.8941544350363	22.2891178004166	3	0.1	0.0	#ffffff
PTC124-0322	-27.3405420351232	1.65957646457011	0	0.518732536164557	3035.31390782292	#ff8989
TTR104-1116	12.812168349463	-15.4338729238694	0	0.1	0.0	#ffffff
TTH32-0407	-23.9610811311378	-6.79523447592432	0	0.10051025880026691	3.69877069316277	#ffffff
TTC108-0407	-10.7223023697522	-6.5904057863346	2	0.39194634907789405	2116.26452964718	#ffadad
TTR22-0322	28.3023435674566	-23.9167404243305	8	0.1	0.0	#ffffff
PTS34-0205	21.7312741319365	20.7000742890094	3	0.1	0.0	#ffffff
TTC47-0407	-39.5724827314449	14.622292446954	5	0.21388936904885592	825.56275419524	#ffdfdf
TTR240-0407	22.1571691326797	-19.7194570347175	8	0.1008968264735075	6.50092752016608	#ffffff
NTR85-0407	-0.0260013526156989	36.7949375808673	1	0.1	0.0	#ffffff
NTC27-0508	-1.38227058831502	-23.9217687902965	7	0.9160568718495418	5915.44377083216	#ff1818
PTC134-0205	-12.1830466927099	-18.4317858650668	2	1.0	6560.5753057893	#ff0000
PTC22-0322	-15.211846883393	-18.5858737457499	2	1.0	7044.32806077164	#ff0000
TTC96-0205	1.77469765586673	-30.5888409604552	7	0.1	0.0	#ffffff
PTH30-1116	-38.9635403267309	-5.42128987921094	2	0.1	0.0	#ffffff
TTC57-0508	-6.93907693059056	-34.2670524048104	7	0.1	0.0	#ffffff
TTS25-1202	47.6244676037313	9.033973484804	10	0.1	0.0	#ffffff
JTC-48-0508	-7.68345199324215	-24.329545060455	7	0.1	0.0	#ffffff
NTC3-0407	-9.51555430730609	-20.2549680353056	7	0.7065813677160944	4396.99498519827	#ff5454
PTR59-0322	-0.953213951529768	37.0917826828831	1	0.1	0.0	#ffffff
PTS107-0205	13.5861460837254	22.5819639265641	3	0.1	0.0	#ffffff
TTH81-0205	10.9580535777008	-3.2068004532941	6	0.18660477671916947	627.781842957357	#ffe7e7
PTR9-1116	-6.15529218014434	40.649299736417	1	0.10073378965314589	5.31910407538758	#ffffff
TTC154-0322	-40.1923019401015	16.6693120912064	5	0.1	0.0	#ffffff
NTC102-0322	-39.8524118992485	12.1970101764366	5	0.10059242008827206	4.2943425167687	#ffffff
TTS1-67-0508	19.9978875552253	-1.37513398184004	4	0.1	0.0	#ffffff
PTR39-1116	-0.171470925818561	15.7826529225008	1	0.1	0.0	#ffffff
PTH54-0407	-9.15144650609543	44.3598655140052	1	0.10033316549674624	2.41505442864168	#ffffff
TTH35-0322	-12.9405922188583	22.374376397878	0	0.6720564023182432	4146.72996256812	#ff5d5d
PTS59-0205	30.4504987935743	27.302977280314	3	0.1	0.0	#ffffff
PTC69-0407	-31.4650770758708	-30.8423689277042	2	0.10066627731549577	4.82971975551581	#ffffff
PTH185-0322	6.63014248962188	41.5487144709227	1	0.1	0.0	#ffffff
TTR192-0407	-23.3388957152398	-22.9591377795055	2	0.10040234276816937	2.91650754231455	#ffffff
TTH138-0407	-37.3867650066651	-10.3214657366439	2	0.10033506878712817	2.4288510249602	#ffffff
TTC53-0322	-22.1077069654239	-8.53763858256418	0	0.1	0.0	#ffffff
NTH122-0407	-13.0053710150715	24.0281168624185	5	0.714437518009169	4453.94275062614	#ff5151
PTC62-0205	-9.42992447070423	-11.5529941390822	2	0.6511994056404833	3995.54149111258	#ff6363
PTS9-0205	12.4526346229189	27.7173287137836	4	0.1	0.0	#ffffff
TTH1-17-0508	-20.5307285956684	-24.9254020422579	2	0.1	0.0	#ffffff
TTC136-0205	0.449508697741726	-20.0507053774478	7	0.354800553407833	1847.0015981176	#ffb7b7
PTR4-0322	-18.7739634302115	29.0808467319628	0	0.10066439969705607	4.81610925030931	#ffffff
PTR18-0508	18.075419638443	11.7769060833225	3	0.4180983996570534	2305.83585736893	#ffa5a5
NTH2-43-0508	14.3126924340882	10.3527409803165	3	0.1	0.0	#ffffff
TTR182-0322	23.4545510369472	-24.4619877864039	8	0.1	0.0	#ffffff
PTC187-0322	-27.746536293238	1.66080977516479	0	1.0	9702.80202163952	#ff0000
TTR47-0322	20.3931568003231	-21.2000616294012	8	0.1	0.0	#ffffff
NTH125-0322	-12.553382210226	27.0859768166546	0	0.6271458536601069	3821.18178759557	#ff6a6a
JTH-5-0508	1.3185310278154	1.72086744639259	6	0.211686994384577	809.598151802615	#ffe0e0
PTC109-0205	-20.2219690278145	-29.5934688135097	2	0.3470029462405047	1790.47820086855	#ffbaba
TTC2-73-0508	-3.02858521387141	-36.7959746271116	7	0.3068980840896418	1499.76554936827	#ffc5c5
PTR74-0322	2.7701831522203	25.2004146455256	1	0.1	0.0	#ffffff
PTH11-0407	0.322649963627039	47.5305290575373	1	0.1	0.0	#ffffff
TTS98-0205	37.0345779973499	-12.3728704704163	4	0.1	0.0	#ffffff
PTH3-92-0508	27.6975993315781	5.35242594110851	4	0.1	0.0	#ffffff
NTH185-0407	3.71373262902377	4.96862188558562	6	0.8350507279586621	5328.24537105349	#ff2f2f
PTH14-0322	-13.9334375802742	30.6623644612941	0	0.4481504342281888	2523.67744027448	#ff9d9d
NTC145-0322	-29.2088298616344	2.71845329512239	0	0.1326460285916875	236.644960831494	#fff6f6
TTH51-1116	11.69114870117	-19.9781572228471	0	0.1	0.0	#ffffff
TTR189-0508	28.3199667296679	1.90708462998811	4	0.1006139923203846	4.45071559623785	#ffffff
TTR124-0322	26.1281211596484	-21.6174334282735	8	0.1	0.0	#ffffff
TTC78-0205	-6.63557265921583	-15.5936129034306	7	0.6743249465660872	4163.17421590717	#ff5d5d
TTH6-0407	-22.5070562339075	22.3644159673288	0	0.5993095712161277	3619.40177781125	#ff7272
TTC66-1116	-26.4257046789682	-7.72330448108702	0	0.26610535693104176	1204.06669296542	#ffd0d0
NTH107-0322	0.0276718287263251	6.36093735648628	6	0.5573953760528852	3315.57360940688	#ff7e7e
TTR37-0322	28.6718993927025	-23.8386020078598	8	0.1	0.0	#ffffff
TTC75-0508	-5.54157942343471	-35.7482246146777	7	0.42341486973876796	2344.37395552429	#ffa4a4
TTR239-0407	-31.0110702378918	12.975183030592	0	0.631662312855014	3853.92075632722	#ff6969
NTC2-46-0508	-3.53816048601539	-13.963822716917	7	0.1	0.0	#ffffff
TTC63-0205	0.0436459680615696	-25.4667848937533	7	0.1	0.0	#ffffff
PTR16-0322	-3.92589400864017	36.5944927153637	1	0.1	0.0	#ffffff
PTC2-30-0508	30.3841866908406	-40.2638371447591	9	0.1172440544085479	124.998928081746	#fffbfb
TTS43-1202	48.1261820244792	9.09463138573674	10	0.1	0.0	#ffffff
TTR91-1116	25.6825656719858	-18.8840402189326	8	0.1	0.0	#ffffff
TTC3-0407	-27.9111226017889	-6.71634601252488	0	1.0	8955.02406346255	#ff0000
PTH70-1116	-5.40600104595976	44.8640002696576	1	0.10059165637555709	4.28880650600975	#ffffff
NTC127-0322	-38.5869780938042	9.10962260332852	5	0.2924414746904784	1394.97228928112	#ffc9c9
JTC-66-0508	-4.43691562386922	-27.5006095199145	7	0.31235545118974073	1539.32498368105	#ffc3c3
TTS1-57-0508	37.3287066322237	-3.17090425886018	4	0.1	0.0	#ffffff
NTC20-0322	-9.89852421658946	5.75236133345779	5	0.2163932119966576	843.712643840978	#ffdfdf
TTC111-0205	1.74261316782054	-30.4625389702913	7	0.1	0.0	#ffffff
PTH97-0322	-1.28803142081053	38.0071825680944	1	0.1	0.0	#ffffff
PTS22-1202	43.8661826041242	11.3156638519345	10	0.1	0.0	#ffffff
PTH8-0205	22.5864900579231	24.9334156866322	3	0.1	0.0	#ffffff
PTS1-6-0508	24.0277073070811	22.0800037432438	3	0.1	0.0	#ffffff
PTR21-0407	3.25983075114696	26.2318803198414	1	0.1	0.0	#ffffff
TTC88-0205	-19.6648193403372	-31.2993530228085	2	0.19197082174797436	666.679300640308	#ffe5e5
TTC2-30-0508	-6.1014551130853	-34.8591504762676	7	0.1974422926619133	706.340970864092	#ffe4e4
PTR90-1116	1.30265202371931	14.0570386944658	1	0.1	0.0	#ffffff
TTR114-0322	29.2604074164552	-23.6484625027325	8	0.1	0.0	#ffffff
PTC117-1116	-41.8590380710702	-24.7578109403533	2	0.10018955669192359	1.37406103807139	#ffffff
PTS77-0205	30.0335365808242	22.3353102876226	3	0.39068877877713104	2107.14863753396	#ffadad
JTS-11-0508	25.1125234397915	-0.804247574273197	4	0.2702697503615057	1234.25360275971	#ffcfcf
NTC117-0322	-36.4656773117702	2.29967870550545	0	1.0	7682.51861650371	#ff0000
PTS3-31-0508	22.6606860710862	18.9648359362977	3	0.1	0.0	#ffffff
TTC134-1116	-42.5395959350363	-17.2920663124051	2	0.10052477038865151	3.80396248564167	#ffffff
JTC-56-0508	1.41740947791644	-3.14277245996367	5	0.19690864437457245	702.472654149828	#ffe4e4
TTC65-0508	-2.20036937844799	-45.6147191128605	7	0.1	0.0	#ffffff
TTS15-0205	25.3768557798345	-15.290307461583	4	0.1	0.0	#ffffff
JTS-36-0508	14.4269026585627	7.53999082441906	3	0.1	0.0	#ffffff
TTH128-0508	0.59281149141104	6.54916237119261	6	0.6979737288253088	4334.59981935319	#ff5656
TTS12-0205	39.4076635930147	-12.0902032528115	4	0.1	0.0	#ffffff
JTS-49-0508	27.3285605162074	2.30323721194119	4	0.1	0.0	#ffffff
TTS124-0205	40.5242476857298	-13.5069313584089	4	0.1	0.0	#ffffff
PTR50-1116	-3.42127905631864	23.832923146135	1	0.1	0.0	#ffffff
NTH160-0407	-19.3850778393278	23.0718755643272	0	0.10150292771034156	10.8944421263205	#ffffff
TTR133-0508	35.6025702936921	-11.9118248036569	4	0.1	0.0	#ffffff
JTS-21-0508	31.1929842880498	-7.97514408096715	4	0.1	0.0	#ffffff
TTH1-42-0508	25.5262762206505	-4.71681132232519	4	0.1	0.0	#ffffff
PTC16-0407	-30.2602210959922	-24.2850334049376	2	0.10101092776171103	7.328026436713	#ffffff
TTR150-0508	35.7721369523225	-7.46899072935802	4	0.1	0.0	#ffffff
TTS1-31-0508	34.8150256802682	-1.41155907185518	4	0.1	0.0	#ffffff
TTC28-0205	-2.1683519599299	-23.0577018842878	2	0.3990458082532765	2167.72718256267	#ffabab
TTS1-14-0508	33.7284072846797	-6.54868044091399	4	0.1	0.0	#ffffff
NTH71-1116	-17.2678855981809	17.6636379264666	0	0.10100495491517791	7.28473038831582	#ffffff
PTR77-0407	10.1366411343896	44.2357054355672	1	0.10033847477230548	2.45354037504805	#ffffff
TTC82-0508	-4.04023287824924	-35.0125333508363	7	0.1	0.0	#ffffff
PTS21-0205	27.2070557992434	21.1998015883871	3	0.1	0.0	#ffffff
TTH113-0508	-15.1452766489543	7.57215678234342	0	0.1	0.0	#ffffff
TTC16-1202	51.8702114271779	9.28096008210805	10	0.18609254993823976	624.068806740118	#ffe7e7
TTR24-1116	19.7239334295776	-19.2654145142278	8	0.1	0.0	#ffffff
NTH1-6-0508	1.4478599227046	-2.6051527990887	6	0.22586368388973727	912.36232488562	#ffdcdc
PTC37-0205	-32.6747358497955	-7.89839078146232	0	0.21653552900134715	844.744273213777	#ffdede
NTC142-0322	-34.2238445745067	3.86674991664983	5	0.25333933890383376	1111.52821381969	#ffd4d4
NTH12-0322	5.14321109824519	11.9071880940319	0	0.1	0.0	#ffffff
NTR11-1116	-28.2033799275697	12.5374863062536	0	0.9091379325037263	5865.2896724282	#ff1a1a
PTR83-1116	0.693957567879006	22.4692487742664	1	0.1002342092111764	1.69773880610166	#ffffff
NTH7-1116	-22.4482589256724	20.5702255387068	0	0.6584467049923726	4048.07580984128	#ff6161
NTH185-0322	-38.0742382415778	-9.06981001345918	2	0.1	0.0	#ffffff
NTR9-0407	-9.33395237757359	-7.82554856135713	7	0.811100622144084	5154.63552946179	#ff3636
PTR41-0322	-1.55067047373881	21.9682696650653	1	0.1	0.0	#ffffff
TTC86-0322	-35.9587841696609	-17.4087971468376	2	0.3766683835886756	2005.51741274667	#ffb1b1
TTC149-1116	-22.9142597676437	-12.208005439981	0	0.1	0.0	#ffffff
PTH23-1116	-1.06486568846427	37.3755830537408	1	1.0	8342.10121585092	#ff0000
TTC30-1116	7.47302977569665	-37.4520748986173	11	0.5032483897395658	2923.07222384718	#ff8d8d
PTH79-0205	18.4032727535856	19.2586333826895	3	0.1	0.0	#ffffff
PTH96-0205	15.6529760671044	15.2589085424927	3	0.1	0.0	#ffffff
TTR178-0407	-22.0759462242422	14.6355063557967	0	0.10167445022795822	12.1377768048134	#ffffff
TTH1-92-0508	29.2808501333867	-9.79328073526451	4	0.1	0.0	#ffffff
TTS1-81-0508	24.5546714143581	2.84342724542577	4	0.1	0.0	#ffffff
PTH3-82-0508	20.4533731707873	17.7208697657853	3	0.1	0.0	#ffffff
TTC3-0322	13.1883185985102	-32.2226676563714	11	0.1	0.0	#ffffff
PTH152-0322	-2.08682021026167	31.57482267532	1	0.1	0.0	#ffffff
PTH87-0407	21.9168931441114	33.0724068376133	3	0.10049967023641125	3.62201617241462	#ffffff
TTR74-1116	19.8405152903704	-35.2809500009878	0	0.1	0.0	#ffffff
TTH142-0407	-12.1837732424642	22.5214657934146	0	0.10028615631668826	2.0742936668143	#ffffff
NTC192-0322	-17.2521085785666	-18.7090833212857	2	0.45443324003988117	2569.22032556125	#ff9b9b
TTH25-0407	-20.3378820339329	20.247294297277	0	0.10029886206230362	2.16639524250946	#ffffff
TTR151-1116	21.3244935618642	-29.732696119536	6	0.1	0.0	#ffffff
PTC2-9-0508	-17.0085744372371	-22.9475024496446	2	1.0	6600.11172159266	#ff0000
NTC101-1116	-28.6903280451107	-12.4966420870189	0	0.9884135017624675	6439.94346008389	#ff0404
JTC-13-0508	1.62691813664284	-5.07432613440671	6	0.3900062157249884	2102.20086551674	#ffadad
NTC151-1116	-25.695920972017	-6.08357048268268	0	0.10074813695321079	5.42310497253682	#ffffff
JTH-60-0508	22.3767332943591	-2.55117418768206	4	0.10052570115957503	3.81070947013686	#ffffff
NTR22-0407	-18.3398159272735	19.8292375833305	0	0.3210568831851328	1602.40003821469	#ffc1c1
PTC162-0322	-13.9768954661972	-3.1967065286313	0	0.2578784830393204	1144.43162144656	#ffd3d3
TTC32-0508	-4.16196530087427	-34.8633731740027	7	0.3702036622231669	1958.6558556041	#ffb3b3
PTC137-0322	-38.0769666841172	9.68261779268929	5	0.599228437052915	3618.81365142333	#ff7272
TTH87-0205	9.89414462833254	-1.88706526222518	6	0.14618040009836736	334.753090770848	#fff2f2
NTR97-1116	18.7023447326032	-35.3201374587473	9	0.1	0.0	#ffffff
TTS28-1202	49.1378471674689	10.2787224731128	10	0.21361854089560034	823.599571520838	#ffdfdf
NTC52-0508	-3.45914412709244	-18.5618285235515	7	0.10033429803072236	2.42326395580254	#ffffff
TTC119-0205	-0.557942247678566	-24.2586232021816	7	0.11206638693694858	87.4669841096358	#fffcfc
PTR91-0322	0.356352552173153	15.0383680895669	1	0.1	0.0	#ffffff
TTC165-0407	-8.50642238858696	-25.1201102521742	7	0.10079143822266153	5.73698778325428	#ffffff
PTH10-0205	29.7496829985027	29.1444777563934	3	0.1	0.0	#ffffff
NTH135-0407	-33.1781980139792	-5.90491993307042	2	0.13966356238811728	287.513751984016	#fff4f4
TTC2-69-0508	-4.11408769643016	-43.1910945664557	7	0.1	0.0	#ffffff
NTH2-80-0508	3.55460913786034	0.88761859638511	6	0.1	0.0	#ffffff
PTH26-1116	8.74990665459901	41.6125191460899	1	0.10038173620326833	2.76713440401131	#ffffff
TTC104-0322	-29.6605358250405	12.0326115990059	5	0.5030977297829718	2921.98011797504	#ff8d8d
TTR3-0322	27.2768300078878	-23.8442349603787	8	0.1	0.0	#ffffff
TTR186-0508	41.0014062390275	-4.96388559202582	4	0.1	0.0	#ffffff
NTC19-0322	-19.1707391884748	-5.40931289384224	0	0.6985117887924247	4338.50011550975	#ff5656
TTS65-0205	35.3616618695987	-2.35875997373017	4	0.1	0.0	#ffffff
TTC8-1116	11.1862481671761	-40.5377659951993	11	0.10109018559897681	7.90255168846521	#ffffff
PTC2-80-0508	20.8441575655572	12.4339537406883	3	0.15411160772793314	392.244932805286	#fff0f0
TTC6-0407	-35.5530340614579	-18.9613291552986	2	0.2969890690297828	1427.93695085641	#ffc8c8
PTC19-0508	23.0490194279509	12.9116118077852	3	0.1	0.0	#ffffff
JTC-63-0508	-3.07450642172999	-12.1863664691908	6	0.3184383500834187	1583.41878107492	#ffc2c2
PTH3-28-0508	19.8976593113487	17.4859602671612	3	0.1	0.0	#ffffff
PTR105-0407	-0.0232054806186223	20.1915916356191	1	0.10056596023407113	4.10253997811075	#ffffff
PTH46-0205	27.3082809180408	25.5469661493071	3	0.1	0.0	#ffffff
PTH73-1116	-7.29781414210093	30.7232747982862	0	0.10123276908382589	8.93611272614445	#ffffff
PTC192-0322	-6.83233397401261	-4.59373894744512	5	0.425553489339766	2359.87640937684	#ffa3a3
NTH2-93-0508	-11.4581774800921	-16.5193653898872	2	0.10058746116213765	4.25839618787463	#ffffff
NTR75-0407	-3.33666778643513	23.4778757427295	1	0.10077750750547997	5.63600661758125	#ffffff
PTC70-0407	18.9132009939072	33.3974238740024	1	0.10171092952312526	12.4022083987427	#ffffff
NTR47-1116	-34.4128372592131	22.6465186940067	5	0.1	0.0	#ffffff
TTR27-1116	24.7777456926711	-22.4041233804863	8	0.10022024164479469	1.5964905274626	#ffffff
NTH17-1116	-18.438502180154	17.7349066236429	0	0.10153755966716099	11.1454827097727	#ffffff
TTC2-86-0508	27.9751226793587	-40.5744676828223	9	0.1	0.0	#ffffff
PTH60-0205	15.6641413039179	18.9141343256309	3	0.1	0.0	#ffffff
TTC70-0205	-5.02091980979206	-32.1629441562005	7	0.1	0.0	#ffffff
TTR142-0407	-7.21421796952048	30.7637435429646	0	0.10071031660542663	5.1489523387829	#ffffff
PTH59-1116	0.77102909544374	43.5666952502808	1	0.10094750019492249	6.8682518575125	#ffffff
PTC2-1-0508	-18.6457684124757	-22.2540579585037	2	0.6572792889413371	4039.61342903758	#ff6262
TTR175-0407	10.3072103640235	13.8769256882575	3	0.29673526815053863	1426.0971957095	#ffc8c8
NTH2-30-0508	8.10574440557968	-4.05000042810278	6	0.5309847409162507	3124.12785054863	#ff8585
TTC115-0407	-7.29732367967001	-21.875891897742	7	1.0	8512.33062482608	#ff0000
TTS1-64-0508	24.9061652918868	5.93672045879458	4	0.1	0.0	#ffffff
JTS-71-0508	37.2787292153274	-8.4428789547006	4	0.1	0.0	#ffffff
NTC147-1116	1.11253695895615	-12.2470454310388	5	0.6871287022845848	4255.98624852517	#ff5959
PTC13-0407	-16.8697895310149	-2.06192048076051	0	0.7465838835320352	4686.96574724174	#ff4848
TTC50-0205	-2.17214302792942	-14.1481510699178	5	0.4491678242774537	2531.05231062609	#ff9d9d
JTS-29-0508	35.8671101071594	-7.85610821688611	4	0.1	0.0	#ffffff
TTC121-1116	-25.0868813562807	-11.6708366918524	0	0.1	0.0	#ffffff
NTC2-59-0508	-3.41143227049904	-24.0664171013927	7	0.3199870497194979	1594.6450153377	#ffc1c1
NTC81-0407	-19.344859686018	9.89533063227223	0	0.10219406061247947	15.9043353847436	#ffffff
TTC2-23-0508	-3.45571480730776	-34.4421847003356	7	0.3101278123506187	1523.177246006	#ffc4c4
TTR21-1116	14.2764826994725	-31.2138169456216	0	0.1	0.0	#ffffff
TTH78-0407	-23.753580143231	20.3862189192139	0	0.23538044473730232	981.347545911499	#ffd9d9
PTC104-1116	-40.4637319023817	-27.2161460528986	2	0.10034765939672649	2.52011800118283	#ffffff
PTC8-0205	-6.64255693670126	-12.258525704618	5	0.4581628584956151	2596.25563280834	#ff9a9a
NTH21-1116	-26.2868140714308	6.84458547053631	0	0.9853972583366549	6418.07927512323	#ff0505
NTH2-18-0508	4.27116316535219	3.48815451037969	6	0.2965898618823549	1425.04317284291	#ffc8c8
NTH20-0508	-0.9386876310182	4.5201207076334	6	0.19506619176215195	689.117059453965	#ffe5e5
NTC23-0322	-40.6876433079529	-29.7075654998837	2	0.1	0.0	#ffffff
TTH105-0407	-20.6184237614424	17.808544000928	0	0.5955744535324426	3592.32660768836	#ff7373
PTS74-0205	19.2517009159644	24.7279344361761	3	0.1	0.0	#ffffff
TTC2-33-0508	-13.9105429393941	-29.9776398509308	2	1.0	8468.54551101937	#ff0000
TTH95-0322	2.26679830757195	30.0867624570444	1	0.1	0.0	#ffffff
JTH-96-0508	-10.762361786492	0.0548743244862484	6	0.2646501973753298	1193.51851326577	#ffd1d1
TTR226-0407	-29.4483560620007	15.8082082487204	0	0.10089914632659287	6.51774370168044	#ffffff
TTR117-0322	25.2969346290688	-12.3443346276394	4	0.1	0.0	#ffffff
PTC114-1116	-37.8221830581119	7.5659571172121	5	0.8374111092798925	5345.3553341763	#ff2f2f
TTH163-0508	7.29886483438927	3.53558335985085	6	0.10061169355505621	4.43405227593325	#ffffff
TTR128-0407	20.022717687831	-21.4346013195869	8	0.1014408020874572	10.4441050951925	#ffffff
TTC62-0508	-5.83874761009473	-34.9272775935723	7	0.1	0.0	#ffffff
NTH168-0407	-8.49343516635471	40.7607509724654	1	0.10124371162046043	9.01543312942121	#ffffff
NTH98-0407	-24.8481987517139	-0.20650058879254	0	1.0	15365.9751189131	#ff0000
PTR36-1116	-3.24720708006894	17.2064464087531	1	0.1	0.0	#ffffff
PTC171-1116	-42.2071764257132	-23.7990281174245	2	0.1	0.0	#ffffff
NTR61-1116	18.9729376354278	-35.8705199712145	9	0.1423069364292405	306.675076451638	#fff4f4
NTH24-1116	-31.2513301675504	20.6195574466876	5	0.7802665258708273	4931.12492741823	#ff3f3f
TTS1-61-0508	30.3721754231969	-1.89547760276208	4	0.1	0.0	#ffffff
PTR14-0407	2.56127440802215	18.5681058744058	1	0.10241300839826764	17.4914469700461	#ffffff
TTC89-0322	11.2649505235838	-37.569271671064	11	0.10045296398235404	3.28345126456031	#ffffff
PTC63-0407	-35.3305392260268	-12.6173650278608	0	0.6234870699586854	3794.65994824589	#ff6b6b
NTR18-0407	-31.777654506676	0.999723454525943	0	0.8377872157631439	5348.08165979191	#ff2e2e
TTH162-0407	-23.9745299313166	12.2184179731372	0	0.10042644766357223	3.09123942470682	#ffffff
TTH137-0322	0.698426900293565	2.31001577461754	6	0.18330106068735014	603.833822794582	#ffe8e8
PTH3-68-0508	34.8267640655992	23.0287771544395	3	0.1	0.0	#ffffff
TTH74-0205	10.7655576667956	-3.18971644528472	6	0.28847434733226474	1366.21532438227	#ffcaca
TTH9-0407	-19.3043137813248	3.36979161109378	0	0.5675434983811352	3389.13545182631	#ff7b7b
PTC2-38-0508	23.2864195545027	12.8891086599109	3	0.4411722786321487	2473.09409433814	#ff9f9f
TTH145-0407	-27.112735170824	-7.53390435437806	0	0.29555697397118325	1417.55596138636	#ffc8c8
PTH40-0205	26.0683471609867	31.1756301529393	3	0.1	0.0	#ffffff
JTC-70-0508	3.34019895777875	-12.9157992579814	5	0.8956145231526068	5767.26100510605	#ff1e1e
NTC121-1116	-24.5828536996489	-13.1639663910787	0	0.10141933041522115	10.2884609554768	#ffffff
PTC164-1116	-26.114805810173	-0.511410113408238	0	0.3369599050778965	1717.67807218277	#ffbcbc
PTC1-0407	-42.7886032957417	-18.1487737046854	2	0.8366429768978106	5339.78728607634	#ff2f2f
JTH-20-0508	-15.2972992472721	-17.6135904736805	2	0.1	0.0	#ffffff
TTC21-0407	-33.631864586166	-10.9261299685359	0	0.10068860073456389	4.99153804885468	#ffffff
